user_id,pref_age_min,pref_age_max,pref_height,lifestyle_pref,intent_pref
1786,25,34,155,spiritual,dating
1787,25,35,158,party,relationship
1788,19,33,161,spiritual,dating
1789,19,35,164,party,dating
1790,24,29,185,spiritual,dating
1791,21,29,176,party,dating
1792,25,32,190,gym,dating
1793,20,33,173,gym,marriage
1794,23,29,184,gym,dating
1795,20,31,171,balanced,dating
1796,20,24,180,party,dating
1797,19,32,157,spiritual,marriage
1798,24,33,177,spiritual,relationship
1799,24,35,185,gym,relationship
1800,25,31,159,spiritual,marriage
1801,19,27,178,party,dating
1802,23,24,162,spiritual,relationship
1803,20,27,159,gym,relationship
1804,18,25,167,balanced,dating
1805,22,35,165,balanced,dating
1806,19,27,163,balanced,marriage
1807,22,31,159,party,dating
1808,18,28,161,spiritual,marriage
1809,19,20,175,party,dating
1810,20,22,178,gym,relationship
1811,25,31,190,spiritual,marriage
1812,22,29,170,party,marriage
1813,23,27,174,gym,dating
1814,18,29,156,gym,relationship
1815,25,32,171,party,relationship
1816,24,26,175,spiritual,dating
1817,23,29,162,party,marriage
1818,19,34,186,balanced,dating
1819,20,24,178,spiritual,marriage
1820,19,30,178,balanced,dating
1821,24,35,157,spiritual,dating
1822,21,33,179,gym,dating
1823,22,35,173,spiritual,marriage
1824,23,28,182,spiritual,relationship
1825,20,21,177,gym,relationship
1826,19,20,184,party,dating
1827,25,27,178,spiritual,relationship
1828,25,34,169,spiritual,marriage
1829,18,25,161,spiritual,relationship
1830,22,26,188,gym,dating
1831,25,30,159,balanced,marriage
1832,23,35,184,party,relationship
1833,18,24,166,balanced,relationship
1834,24,35,188,spiritual,dating
1835,25,28,190,balanced,dating
1836,25,32,182,balanced,dating
1837,18,33,179,party,dating
1838,25,27,168,balanced,dating
1839,24,32,181,party,relationship
1840,20,24,188,spiritual,marriage
1841,25,35,158,spiritual,marriage
1842,18,27,188,spiritual,marriage
1843,21,24,158,balanced,relationship
1844,21,26,155,balanced,dating
1845,20,28,167,spiritual,marriage
1846,19,30,183,spiritual,relationship
1847,18,29,167,balanced,relationship
1848,25,26,185,spiritual,relationship
1849,23,29,171,party,relationship
1850,19,20,170,balanced,dating
1851,20,28,168,spiritual,marriage
1852,20,28,168,party,dating
1853,20,23,164,spiritual,dating
1854,19,22,184,balanced,marriage
1855,25,32,162,spiritual,dating
1856,24,27,158,balanced,dating
1857,23,25,173,balanced,marriage
1858,24,34,190,party,dating
1859,23,26,161,spiritual,marriage
1860,18,25,166,party,dating
1861,20,32,181,gym,dating
1862,22,25,180,balanced,relationship
1863,19,21,182,gym,dating
1864,25,33,156,party,dating
1865,24,28,183,gym,relationship
1866,18,20,173,party,dating
1867,20,27,184,party,relationship
1868,22,29,169,gym,relationship
1869,20,30,172,spiritual,relationship
1870,21,30,155,party,marriage
1871,18,31,175,balanced,dating
1872,20,35,177,balanced,dating
1873,21,33,169,party,relationship
1874,20,33,186,party,marriage
1875,19,25,162,spiritual,dating
1876,23,34,158,balanced,marriage
1877,24,25,163,spiritual,marriage
1878,24,32,180,balanced,dating
1879,25,28,190,balanced,relationship
1880,21,31,186,balanced,marriage
1881,23,24,183,gym,marriage
1882,24,29,155,spiritual,marriage
1883,25,31,181,gym,dating
1884,18,19,161,party,marriage
1885,18,24,166,gym,relationship
1886,22,26,157,balanced,relationship
1887,18,26,166,party,relationship
1888,21,25,168,party,dating
1889,20,24,177,gym,dating
1890,20,33,178,balanced,relationship
1891,18,22,169,balanced,relationship
1892,23,35,157,party,relationship
1893,22,34,168,party,dating
1894,21,24,173,party,relationship
1895,20,30,182,party,dating
1896,18,30,189,party,dating
1897,20,34,172,balanced,dating
1898,20,35,158,spiritual,relationship
1899,24,30,163,gym,dating
1900,20,24,186,spiritual,dating
1901,19,35,184,balanced,marriage
1902,23,28,165,gym,dating
1903,24,27,172,gym,marriage
1904,21,29,176,gym,marriage
1905,20,23,180,spiritual,dating
1906,21,23,185,balanced,dating
1907,24,27,182,balanced,relationship
1908,23,26,187,spiritual,relationship
1909,24,26,164,gym,marriage
1910,24,26,183,party,dating
1911,18,24,189,balanced,relationship
1912,20,25,158,party,dating
1913,19,22,177,party,relationship
1914,23,24,175,gym,relationship
1915,21,33,163,gym,marriage
1916,19,29,170,gym,marriage
1917,25,33,184,party,relationship
1918,25,35,163,balanced,marriage
1919,22,25,164,gym,marriage
1920,21,33,171,balanced,marriage
1921,19,25,155,balanced,marriage
1922,25,33,157,spiritual,relationship
1923,24,34,167,party,dating
1924,20,30,190,spiritual,relationship
1925,19,31,158,party,relationship
1926,25,34,173,spiritual,relationship
1927,18,35,176,balanced,marriage
1928,21,35,189,party,relationship
1929,24,32,163,spiritual,dating
1930,18,35,172,spiritual,relationship
1931,20,31,165,balanced,relationship
1932,21,35,175,balanced,dating
1933,24,27,190,party,dating
1934,20,34,177,gym,dating
1935,20,26,180,party,relationship
1936,25,28,190,spiritual,dating
1937,22,25,155,gym,dating
1938,20,24,172,gym,relationship
1939,20,30,155,gym,marriage
1940,24,31,165,spiritual,dating
1941,20,27,180,gym,relationship
1942,23,24,178,spiritual,dating
1943,20,22,185,balanced,marriage
1944,18,19,169,gym,dating
1945,19,27,170,balanced,dating
1946,20,23,165,balanced,relationship
1947,19,22,169,spiritual,dating
1948,18,32,156,party,relationship
1949,25,26,175,spiritual,relationship
1950,24,26,181,gym,relationship
1951,24,27,180,balanced,dating
1952,23,24,155,balanced,dating
1953,25,28,167,balanced,relationship
1954,19,34,182,party,dating
1955,19,26,167,spiritual,dating
1956,18,27,173,gym,relationship
1957,22,25,167,gym,relationship
1958,23,28,173,gym,marriage
1959,21,29,166,spiritual,relationship
1960,24,33,178,spiritual,relationship
1961,18,32,168,balanced,marriage
1962,22,25,157,balanced,relationship
1963,19,35,175,balanced,dating
1964,25,26,160,spiritual,marriage
1965,21,24,174,party,dating
1966,20,25,190,party,relationship
1967,22,27,172,gym,relationship
1968,20,24,172,balanced,relationship
1969,23,27,187,spiritual,marriage
1970,22,30,155,party,relationship
1971,22,35,189,balanced,marriage
1972,21,28,163,spiritual,marriage
1973,18,27,184,party,dating
1974,24,29,159,gym,dating
1975,23,27,187,balanced,marriage
1976,23,31,172,party,dating
1977,24,29,170,balanced,marriage
1978,18,20,169,spiritual,marriage
1979,19,28,182,gym,relationship
1980,25,32,161,balanced,dating
1981,25,34,188,balanced,relationship
1982,21,29,158,spiritual,marriage
1983,24,26,189,spiritual,marriage
1984,23,30,171,spiritual,relationship
1985,20,31,179,party,relationship
1986,19,31,174,gym,marriage
1987,23,32,157,gym,dating
1988,25,33,165,gym,dating
1989,22,28,157,spiritual,marriage
1990,24,25,173,party,relationship
1991,24,31,157,balanced,dating
1992,21,33,170,spiritual,relationship
1993,24,34,187,party,dating
1994,18,31,185,spiritual,marriage
1995,21,22,180,spiritual,marriage
1996,19,24,166,party,relationship
1997,24,32,172,gym,marriage
1998,18,35,183,spiritual,relationship
1999,21,30,176,gym,relationship
